Flow ID, Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, RST Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Inbound, Label
172.16.0.5-192.168.50.1-764-36964-17,764,36964,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-765-34327-17,765,34327,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-766-10577-17,766,10577,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-42631-17,672,42631,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-767-50014-17,767,50014,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-768-27597-17,768,27597,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-769-60662-17,769,60662,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-770-27722-17,770,27722,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-771-59837-17,771,59837,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-772-55398-17,772,55398,17,3,2,0,2736,0,1368,1368,1368,0,0,0,0,9.12E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,666666.6667,0,1368,1368,1368,0,0,0,0,0,0,0,2052,1368,0,0,2,2736,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-773-22350-17,773,22350,17,3,2,0,2736,0,1368,1368,1368,0,0,0,0,9.12E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,666666.6667,0,1368,1368,1368,0,0,0,0,0,0,0,2052,1368,0,0,2,2736,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-774-21501-17,774,21501,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-15648-17,672,15648,17,2,2,0,2444,0,1222,1222,1222,0,0,0,0,1.22E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1222,1222,1222,0,0,0,0,0,0,0,1833,1222,0,0,2,2444,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-775-50448-17,775,50448,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-776-23296-17,776,23296,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-777-13468-17,777,13468,17,2,2,0,2928,0,1464,1464,1464,0,0,0,0,1.46E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,0,2,2928,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-778-29043-17,778,29043,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-779-27689-17,779,27689,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-780-10329-17,780,10329,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-781-62019-17,781,62019,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-38042-17,672,38042,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-782-46439-17,782,46439,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-783-2708-17,783,2708,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,0,2,2944,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-784-9293-17,784,9293,17,2,2,0,2502,0,1251,1251,1251,0,0,0,0,1.25E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1251,1251,1251,0,0,0,0,0,0,0,1876.5,1251,0,0,2,2502,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-785-17724-17,785,17724,17,1,2,0,2750,0,1375,1375,1375,0,0,0,0,2.75E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2000000,0,1375,1375,1375,0,0,0,0,0,0,0,2062.5,1375,0,0,2,2750,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-786-19079-17,786,19079,17,2,2,0,2736,0,1368,1368,1368,0,0,0,0,1.37E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,1000000,0,1368,1368,1368,0,0,0,0,0,0,0,2052,1368,0,0,2,2736,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-787-28333-17,787,28333,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-788-42841-17,788,42841,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-789-31088-17,789,31088,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,16,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-790-53692-17,790,53692,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-791-18570-17,791,18570,17,2,2,0,2820,0,1410,1410,1410,0,0,0,0,1.41E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1410,1410,1410,0,0,0,0,0,0,0,2115,1410,0,16,2,2820,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-792-3462-17,792,3462,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,16,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-793-24040-17,793,24040,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,16,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-794-38837-17,794,38837,17,1,2,0,2842,0,1421,1421,1421,0,0,0,0,2.84E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,16,0,2000000,0,1421,1421,1421,0,0,0,0,0,0,0,2131.5,1421,0,16,2,2842,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-795-39166-17,795,39166,17,2,2,0,2756,0,1378,1378,1378,0,0,0,0,1.38E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1378,1378,1378,0,0,0,0,0,0,0,2067,1378,0,16,2,2756,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-796-14799-17,796,14799,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,16,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-797-58081-17,797,58081,17,1,2,0,2766,0,1383,1383,1383,0,0,0,0,2.77E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,16,0,2000000,0,1383,1383,1383,0,0,0,0,0,0,0,2074.5,1383,0,16,2,2766,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-21170-17,672,21170,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-798-29713-17,798,29713,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-799-25122-17,799,25122,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-800-21926-17,800,21926,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,16,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-801-47839-17,801,47839,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-802-23822-17,802,23822,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-22182-17,672,22182,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-803-46409-17,803,46409,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,16,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-804-46303-17,804,46303,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,16,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,16,2,2944,0,0,-1,-1,1,8,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-805-35128-17,805,35128,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,40,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,40,2,2944,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-806-21971-17,806,21971,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,40,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,40,2,2944,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-807-15382-17,807,15382,17,1,2,0,2658,0,1329,1329,1329,0,0,0,0,2.66E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,40,0,2000000,0,1329,1329,1329,0,0,0,0,0,0,0,1993.5,1329,0,40,2,2658,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-808-27247-17,808,27247,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-809-53439-17,809,53439,17,1,2,0,2436,0,1218,1218,1218,0,0,0,0,2.44E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,64,0,2000000,0,1218,1218,1218,0,0,0,0,0,0,0,1827,1218,0,64,2,2436,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-810-6916-17,810,6916,17,1,2,0,2734,0,1367,1367,1367,0,0,0,0,2.73E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,64,0,2000000,0,1367,1367,1367,0,0,0,0,0,0,0,2050.5,1367,0,64,2,2734,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-811-63367-17,811,63367,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-23783-17,672,23783,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-812-22350-17,812,22350,17,4,2,0,2944,0,1472,1472,1472,0,0,0,0,7.36E+08,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,64,0,500000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-813-892-17,813,892,17,2,2,0,2928,0,1464,1464,1464,0,0,0,0,1.46E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,64,2,2928,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-814-14679-17,814,14679,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-815-41113-17,815,41113,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-12677-17,672,12677,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,64,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-816-15631-17,816,15631,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-25812-17,672,25812,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-30508-17,672,30508,17,4,2,0,2944,0,1472,1472,1472,0,0,0,0,7.36E+08,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,64,0,500000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-817-62229-17,817,62229,17,1,2,0,2446,0,1223,1223,1223,0,0,0,0,2.45E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,64,0,2000000,0,1223,1223,1223,0,0,0,0,0,0,0,1834.5,1223,0,64,2,2446,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-818-36110-17,818,36110,17,2,2,0,2848,0,1424,1424,1424,0,0,0,0,1.42E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1424,1424,1424,0,0,0,0,0,0,0,2136,1424,0,64,2,2848,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-819-62759-17,819,62759,17,3,2,0,2928,0,1464,1464,1464,0,0,0,0,9.76E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,64,0,666666.6667,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,64,2,2928,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-5506-17,672,5506,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,64,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-821-47514-17,821,47514,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,64,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-822-60415-17,822,60415,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-823-59866-17,823,59866,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-17292-17,672,17292,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-824-23612-17,824,23612,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,64,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-825-13645-17,825,13645,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,64,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-826-44928-17,826,44928,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,64,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,64,2,2944,0,0,-1,-1,1,32,0,0,0,0,0,0,0,0,1,4
